Diglossa plumbea,,Slaty Flowerpiercer, Slaty Flower-piercer,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diglossa sittoides,,Rusty Flowerpiercer, Rusty Flower-piercer,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diglossa venezuelensis,,Venezuelan Flowerpiercer, Venezuelan Flower-piercer,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dinaromys bogdanovi,,Balkan Snow Vole, Martino's Snow Vole,,,,,,,,,Campagnol De Martino, CAMPAGNOL DE MARTINO,,,,Topillo Nival De Los Balcanes, TOPILLO NIVAL DE LOS BALCANES,,,,,,,,,,,,
Dinemellia dinemelli,,White-headed Buffalo-weaver, White-headed Buffalo-Weaver, White-headed Buffalo Weaver,,,,,,,,Alecto à tête blanche,,,,,,,,,,,,,,,,,,
Dinomys branickii,,Pacarana,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dinopium benghalense,,Black-rumped Flameback,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dinopium everetti,,Spot-throated Flameback,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dinopium javanense,,Common Flameback, Common Goldenback,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dinopium psarodes,,Lesser Sri Lanka Flameback, Lesser Crimson-backed Flameback,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dinopium rafflesii,,Olive-backed Woodpecker,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dinopium shorii,,Himalayan Flameback, Himalayan Goldenback,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diomedea amsterdamensis,,Amsterdam Albatross, Amsterdam Island Albatross,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diomedea antipodensis,,Antipodean Albatross,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diomedea dabbenena,,Tristan Albatross,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diomedea epomophora,,Southern Royal Albatross, Royal Albatross,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diomedea exulans,,Wandering Albatross,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diomedea sanfordi,,Northern Royal Albatross,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diomys crumpi,,Crump's Mouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diopsittaca cumanensis,,Southern Red-shouldered Macaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diopsittaca nobilis,,Northern Red-shouldered Macaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dioptrornis brunneus,,Angola Slaty Flycatcher, Angola Slaty-Flycatcher,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dioptrornis chocolatinus,,Abyssinian Slaty Flycatcher, Abyssinian Slaty-Flycatcher,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dioptrornis fischeri,,White-eyed Slaty Flycatcher, White-eyed Slaty-Flycatcher,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diphylla ecaudata,,Hairy-legged Vampire Bat,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diplogale hosei,,Hose's Civet, Hose's Palm Civet,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diplomesodon pulchellum,,Piebald Shrew,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diplomys caniceps,,Arboreal Soft-furred Spiny Rat,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diplomys labilis,,Rufous Tree Rat,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diplothrix legata,,Ryukyus Islands Tree Rat, Ryukyu Rat, Ryukyu Long-tailed Giant Rat,,,,,,,,,,,,,,,,,,,,,,,,,,
Dipodomys agilis,,Agile Kangaroo Rat,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dipodomys californicus,,California Kangaroo Rat,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dipodomys compactus,,Gulf Coast Kangaroo Rat,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dipodomys deserti,,Desert Kangaroo Rat,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dipodomys elator,,Texas Kangaroo Rat,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dipodomys gravipes,,San Quintin Kangaroo Rat,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dipodomys heermanni,,Heermann's Kangaroo Rat, Morro Bay Kangaroo-rat, Morro Bay Kangaroo Rat,,,,,,,,,,,,,,,,,,,,,,,,,,
Dipodomys ingens,,Giant Kangaroo Rat,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dipodomys merriami,,Merriam's Kangaroo Rat,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dipodomys microps,,Chisel-toothed Kangaroo Rat, Houserock Chisel-toothed Kangaroo Rat, House Rock Valley Kangaroo Rat,,,,,,,,,,,,,,,,,,,,,,,,,,
Dipodomys nelsoni,,Nelson's Kangaroo Rat,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dipodomys nitratoides,,Fresno Kangaroo Rat, San Joaquin Kangaroo Rat,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dipodomys ordii,,Ord's Kangaroo Rat,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dipodomys panamintinus,,Panamint Kangaroo Rat,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dipodomys phillipsii,,Phillip's Kangaroo Rat,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dipodomys simulans,,Dulzura Kangaroo Rat,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dipodomys spectabilis,,Banner-tailed Kangaroo Rat, Phillips's Kangaroo Rat,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dipodomys stephensi,,Stephens' Kangaroo Rat,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dipodomys venustus,,Narrow-faced Kangaroo Rat,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dipus sagitta,,Hairy-footed Jerboa, Northern Three-toed Jerboa, NORTHERN THREE-TOED JERBOA,,,,,,,,,,,,,Jerboa Tres-tocado Con La Punta Del Pie Norteño, JERBOA TRES-TOCADO CON LA PUNTA DEL PIE NORTEÑO,,,,,,,,,,,,
Discosura conversii,,Green Thorntail,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Discosura langsdorffi,,Black-bellied Thorntail,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Discosura letitiae,,Coppery Thorntail,,,,,,,,,,,,,,,Rabudito Cobrizo,,,,,,,,,,,,,
Discosura longicaudus,,Racket-tailed Coquette,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Discosura popelairii,,Wire-crested Thorntail,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Distoechurus pennatus,,Feather-tailed Possum, Feathertail Possum,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diuca diuca,,Common Diuca-finch, Common Diuca Finch, Common Diuca-Finch,,,,,,,,,,,,,,,,,,,,,,,,,,
Diuca speculifera,,White-winged Diuca-finch, White-winged Diuca Finch, White-winged Diuca-Finch,,,,,,,,,,,,,,,,,,,,,,,,,,
Dives atroviolaceus,,Cuban Blackbird,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dives dives,,Melodious Blackbird,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dives warszewiczi,,Scrub Blackbird,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dobsonia anderseni,,Andersen's Bare-backed Fruit Bat,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dobsonia beauforti,,Beaufort's Bare-backed Fruit Bat, Beaufort's Naked-backed Fruit Bat,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dobsonia chapmani,,Negros Naked-backed Fruit Bat, Philippine Bare-backed Fruit Bat,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dobsonia crenulata,,Halmahera Naked-backed Fruit Bat,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dobsonia emersa,,Biak Bare-backed Fruit Bat, Biak Naked-backed Fruit Bat,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dobsonia exoleta,,Sulawesi Naked-backed Fruit Bat,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dobsonia inermis,,Solomons Bare-backed Fruit Bat, Solomon's Naked-backed Fruit Bat,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dobsonia minor,,Lesser Bare-backed Fruit Bat, Lesser Naked-backed Fruit Bat,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dobsonia moluccensis,,Moluccan Naked-backed Fruit Bat,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dobsonia pannietensis,,Panaeati Bare-backed Fruit Bat, De Vis's Bare-backed Fruit Bat, Panniet Naked-backed Fruit Bat,,,,,,,,,,,,,,,,,,,,,,,,,,
Dobsonia peronii,,Western Naked-backed Fruit Bat,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dobsonia praedatrix,,Bismarck Bare-backed Fruit Bat, New Britain Bare-backed Fruit Bat, New Britain Naked-backed Fruit Bat,,,,,,,,,,,,,,,,,,,,,,,,,,
Dobsonia viridis,,Greenish Naked-backed Fruit Bat,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dolichonyx oryzivorus,,Bobolink,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dolichotis patagonum,,Patagonian Mara, Patagonian Hare, Patagonian Cavy,,,,,,,,,,,,,Mara O Liebre Patagónica,,,,,,,,,,,,,
Dolichotis salinicola,,Dwarf Patagonian Cavy, Dwarf Mara, Dwarf Patagonian Hare, Chacoan Mara,,,,,,,,,,,,Conejo Del Palo,,,,,,,,,,,,,
Doliornis remseni,,Chestnut-bellied Cotinga,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Doliornis sclateri,,Bay-vented Cotinga,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dologale dybowskii,,Pousargues's Mongoose, Savanna Mongoose,,,,,,,,,Mangouste de Dybowsky,,,,,,,,,,,,,,,,,,
Dolospingus fringilloides,,White-naped Seedeater,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Donacobius atricapilla,,Black-capped Donacobius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Donacospiza albifrons,,Long-tailed Reed-finch, Long-tailed Reed Finch, Long-tailed Reed-Finch,,,,,,,,,,,,,,,,,,,,,,,,,,
Dorcatragus megalotis,,Beira, Beira Antelope,,,,,,,,,Beira,,,,,,,,,,,,,,,,,,
Dorcopsis atrata,,Black Dorcopsis, Black Dorcopsis Wallaby, Black Forest-wallaby,,,,,,,,,,,,,,,,,,,,,,,,,,
Dorcopsis hageni,,White-striped Dorcopsis, Greater Forest Wallaby,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dorcopsis luctuosa,,Grey Dorcopsis, Gray Dorcopsis,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dorcopsis muelleri,,Brown Dorcopsis,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dorcopsulus macleayi,,Macleay's Dorcopsis, Papuan Dorcopsis, Macleay's Dorcopsulus, Papuan Forest Wallaby,,,,,,,,,,,,,,,,,,,,,,,,,
Dorcopsulus vanheurni,,Small Dorcopsis, Lesser Forest Wallaby, Small Dorcopsulus,,,,,,,,,,,,,,,,,,,,,,,,,,
Doricha eliza,,Mexican Sheartail,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Doricha enicura,,Slender Sheartail,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Doryfera johannae,,Blue-fronted Lancebill,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Doryfera ludovicae,,Green-fronted Lancebill,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dremomys everetti,,Bornean Mountain Ground Squirrel,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dremomys gularis,,Red-throated Squirrel,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dremomys lokriah,,Orange-bellied Himalayan Squirrel,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dremomys pernyi,,Perny's Long-nosed Squirrel, Servaline Genet,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dremomys pyrrhomerus,,Red-hipped Squirrel,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dremomys rufigenis,,Asian Red-cheeked Squirrel, Haussa Genet,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drepanis funerea,,Black Mamo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drepanis pacifica,,Hawaii Mamo, Hawai'i Mamo,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drepanoptila holosericea,,Cloven-feathered Dove,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dromaeocercus brunneus,,Brown Emu-tail, Brown Emutail,,,,,,,,,Dromaeocerque brun,,,,,,,,,,,,,,,,,,
Dromaius baudinianus,,Kangaroo Island Emu,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dromaius minor,,King Island Emu,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dromaius novaehollandiae,,Common Emu,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dromas ardeola,,Crab-plover , Crab-plover,,,,,,,,,Drome,,,,,,,,,,,,,,,,,,
Dromiciops gliroides,,Monito del Monte,,,,,,,,,,Opossum Austral,,,,,Comadrejita Enana, Llacas,,,,,,,,,,,,
Dromococcyx pavoninus,,Pavonine Cuckoo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dromococcyx phasianellus,,Pheasant Cuckoo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drymocichla incana,,Red-winged Grey Warbler,,,,,,,,,,Fauvette grise à ailes rousses,,,,,,,,,,,,,,,,,,
Drymodes brunneopygia,,Southern Scrub-robin, Southern Scrub Robin, Southern Scrub-Robin,,,,,,,,,,,,,,,,,,,,,,,,,,
Drymodes superciliaris,,Northern Scrub-robin, Northern Scrub Robin, Northern Scrub-Robin,,,,,,,,,,,,,,,,,,,,,,,,,,
Drymophila caudata,,Long-tailed Antbird,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drymophila devillei,,Striated Antbird,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drymophila ferruginea,,Ferruginous Antbird,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drymophila genei,,Rufous-tailed Antbird,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drymophila malura,,Dusky-tailed Antbird,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drymophila ochropyga,,Ochre-rumped Antbird,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drymophila rubricollis,,Bertoni's Antbird,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drymophila squamata,,Scaled Antbird,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drymornis bridgesii,,Scimitar-billed Woodcreeper,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drymotoxeres pucherani,,Greater Scythebill,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dryobates cathpharius,,Scarlet-breasted Woodpecker,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dryobates minor,,Lesser Spotted Woodpecker,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dryobates nuttallii,,Nuttall's Woodpecker,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dryobates pernyii,,Crimson-breasted Woodpecker,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dryobates pubescens,,Downy Woodpecker,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dryobates scalaris,,Ladder-backed Woodpecker,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dryocopus hodgei,,Andaman Woodpecker,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dryocopus javensis,,White-bellied Woodpecker,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dryocopus martius,,Black Woodpecker, Black woodpecker,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dryolimnas augusti,,Reunion Rail,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dryolimnas cuvieri,,White-throated Rail,,,,,,,,,,Râle de Cuvier,,,,,,,,,,,,,,,,,,
Dryomys laniger,,Woolly Dormouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dryomys niethammeri,,Baluchistan Forest Dormouse, Balochistan Forest Dormouse, Niethammer's Forest Dormouse,,,,,,,,,,,,,,,,,,,,,,,,,,
Dryomys nitedula,,Forest Dormouse,,,,,,,,,,Lérotin,,,,,Muscardino Balcánico,,,,,,,,,,,,,
Dryoscopus angolensis,,Pink-footed Puffback,,,,,,,,,,Cubla à pattes roses,,,,,,,,,,,,,,,,,,
Dryoscopus cubla,,Black-backed Puffback, Southern Puffback,,,,,,,,,Pie-grièche Cubla,,,,,,,,,,,,,,,,,,
Dryoscopus gambensis,,Northern Puffback,,,,,,,,,,Cubla de Gambie,,,,,,,,,,,,,,,,,,
Dryoscopus pringlii,,Pringle's Puffback,,,,,,,,,,Cubla de Pringle,,,,,,,,,,,,,,,,,,
Dryoscopus sabini,,Large-billed Puffback, Sabine's Puffback,,,,,,,,,Cubla à gros bec,,,,,,,,,,,,,,,,,,
Dryoscopus senegalensis,,Red-eyed Puffback, Black-shouldered Puffback,,,,,,,,,Cubla à yeux rouges,,,,,,,,,,,,,,,,,,
Dryotriorchis spectabilis,,Congo Serpent-eagle, Congo Serpent-Eagle, Congo Serpent Eagle,,,,,,,,Aigle serpentaire du Congo,,,,,,,,,,,,,,,,,,
Dubusia taeniata,,Buff-breasted Mountain-tanager, Buff-breasted Mountain Tanager, Buff-breasted Mountain-Tanager,,,,,,,,,,,,,,,,,,,,,,,,,,
Ducula aenea,,Green Imperial-pigeon, Green Imperial Pigeon, Green Imperial-Pigeon,,,,,,,,,,,,,,,,,,,,,,,,,,
Ducula aurorae,,Polynesian Imperial-pigeon, Polynesian Imperial-Pigeon, Polynesian Imperial Pigeon, Society Islands Pigeon,,,,,,,,,,,,,,,,,,,,,,,,,
Ducula badia,,Mountain Imperial-pigeon,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ducula bakeri,,Vanuatu Imperial-pigeon, Baker's Imperial-Pigeon, Vanuatu Imperial Pigeon,,,,,,,,,,,,,,,,,,,,,,,,,,
Ducula basilica,,Cinnamon-bellied Imperial-pigeon, Cinnamon-bellied Imperial-Pigeon, Cinnamon Imperial Pigeon,,,,,,,,,,,,,,,,,,,,,,,,,,
Ducula bicolor,,Pied Imperial-pigeon, Pied Imperial Pigeon, Pied Imperial-Pigeon,,,,,,,,,,,,,,,,,,,,,,,,,,
Ducula brenchleyi,,Chestnut-bellied Imperial-pigeon, Chestnut-bellied Imperial Pigeon, Chestnut-bellied Imperial-Pigeon,,,,,,,,,,,,,,,,,,,,,,,,,,
Ducula carola,,Spotted Imperial-pigeon, Spotted Imperial Pigeon, Spotted Imperial-Pigeon,,,,,,,,,,,,,,,,,,,,,,,,,,
Ducula chalconota,,Shining Imperial-pigeon, Shining Imperial Pigeon, Shining Imperial-Pigeon,,,,,,,,,,,,,,,,,,,,,,,,,,
Ducula cineracea,,Timor Imperial-pigeon, Timor Imperial Pigeon, Timor Imperial-Pigeon,,,,,,,,,,,,,,,,,,,,,,,,,,
Ducula concinna,,Blue-tailed Imperial-pigeon, Elegant Imperial Pigeon, Elegant Imperial-Pigeon,,,,,,,,,,,,,,,,,,,,,,,,,,
Ducula cuprea,,Nilgiri Imperial-pigeon,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ducula finschii,,Finsch's Imperial-pigeon, Finsch's Imperial-Pigeon, Growling Imperial Pigeon,,,,,,,,,,,,,,,,,,,,,,,,,,
Ducula forsteni,,White-bellied Imperial-pigeon, White-bellied Imperial Pigeon, White-bellied Imperial-Pigeon,,,,,,,,,,,,,,,,,,,,,,,,,,
Ducula galeata,,Nukuhiva Imperial-pigeon, Nukuhiva Imperial-pigeon, Marquesan Imperial-Pigeon, Marquesan Imperial Pigeon,,,,,,,,,,,,,,,,,,,,,,,,,
Ducula geelvinkiana,,Geelvink Imperial-pigeon,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ducula goliath,,New Caledonian Imperial-pigeon, Giant Imperial-pigeon, Goliath Imperial Pigeon, New Caledonian Imperial-Pigeon,,,,,,,,,,,,,,,,,,,,,,,,,
Ducula lacernulata,,Dark-backed Imperial-pigeon, Dark-backed Imperial Pigeon, Dark-backed Imperial-Pigeon,,,,,,,,,,,,,,,,,,,,,,,,,,
Ducula latrans,,Barking Imperial-pigeon, Barking Imperial Pigeon, Peale's Imperial-Pigeon,,,,,,,,,,,,,,,,,,,,,,,,,,
Ducula luctuosa,,White Imperial-pigeon, White Imperial-Pigeon,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ducula melanochroa,,Bismarck Imperial-pigeon, Bismarck Imperial-Pigeon, Black Imperial Pigeon,,,,,,,,,,,,,,,,,,,,,,,,,,
Ducula mindorensis,,Mindoro Imperial-pigeon, Mindoro Imperial-Pigeon, Mindoro Imperial Pigeon, Mindoro Zone-tailed Pigeon,,,,,,,,,,,,Paloma de Mindoro,,,,,,,,,,,,,
Ducula mullerii,,Collared Imperial-pigeon, Collared Imperial Pigeon, Collared Imperial-Pigeon,,,,,,,,,,,,,,,,,,,,,,,,,,
Ducula myristicivora,,Spice Imperial-pigeon,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ducula neglecta,,Seram Imperial-pigeon,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ducula obiensis,,Rusty Imperial-pigeon,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ducula oceanica,,Micronesian Imperial-pigeon, Micronesian Imperial Pigeon, Micronesian Imperial-Pigeon,,,,,,,,,,,,,,,,,,,,,,,,,,
Ducula oenothorax,,Enggano Imperial-pigeon,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ducula pacifica,,Pacific Imperial-pigeon, Pacific Imperial Pigeon, Pacific Imperial-Pigeon,,,,,,,,,,,,,,,,,,,,,,,,,,
Ducula perspicillata,,Spectacled Imperial-pigeon, White-eyed Imperial-pigeon,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ducula pickeringii,,Grey Imperial-pigeon, Grey Imperial Pigeon, Grey Imperial-Pigeon,,,,,,,,,,,,,,,,,,,,,,,,,,
Ducula pinon,,Pinon's Imperial-pigeon, Pinon Imperial-pigeon,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ducula pistrinaria,,Island Imperial-pigeon, Floury Imperial Pigeon, Island Imperial-Pigeon,,,,,,,,,,,,,,,,,,,,,,,,,,
Ducula poliocephala,,Pink-bellied Imperial-pigeon, Pink-bellied Imperial-Pigeon, Pink-bellied Imperial Pigeon,,,,,,,,,,,,,Dúcula Ventrirrosa,,,,,,,,,,,,,
Ducula radiata,,Grey-headed Imperial-pigeon, Grey-headed Imperial Pigeon, Grey-headed Imperial-Pigeon,,,,,,,,,,,,,,,,,,,,,,,,,,
Ducula rosacea,,Pink-headed Imperial-pigeon, Pink-headed Imperial Pigeon, Pink-headed Imperial-Pigeon,,,,,,,,,,,,,,,,,,,,,,,,,,
Ducula rubricera,,Red-knobbed Imperial-pigeon, Red-knobbed Imperial Pigeon, Red-knobbed Imperial-Pigeon,,,,,,,,,,,,,,,,,,,,,,,,,,
Ducula rufigaster,,Purple-tailed Imperial-pigeon, Purple-tailed Imperial Pigeon, Purple-tailed Imperial-Pigeon,,,,,,,,,,,,,,,,,,,,,,,,,,
Ducula salvadorii,,Louisiade Imperial-pigeon,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ducula spilorrhoa,,Torresian Imperial-pigeon, Torresian Imperial Pigeon,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ducula subflavescens,,Yellowish Imperial-pigeon, Bismarck Imperial Pigeon, Yellow-tinted Imperial-Pigeon,,,,,,,,,,,,,,,,,,,,,,,,,,
Ducula whartoni,,Christmas Imperial-pigeon, Christmas Island Imperial Pigeon, Christmas Imperial Pigeon, Christmas Island Imperial-Pigeon,,,,,,,,,,,,,,,,,,,,,,,,,
Ducula zoeae,,Zoe's Imperial-pigeon, Zoe Imperial Pigeon, Banded Imperial-Pigeon,,,,,,,,,,,,,,,,,,,,,,,,,,
Dugong dugon,,Dugong, Sea Cow,,,,,,,,,Dugong,,,,,Dugon,,,,,,,,,,,,,
Dulus dominicus,,Palmchat,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dumetella carolinensis,,Grey Catbird, Gray Catbird,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dumetia hyperythra,,Tawny-bellied Babbler,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dusicyon australis,,Falklands Wolf, Falkland Islands Wolf,,,,,,,,,,,,,,Zorro Antártico, Zorro-Lobo de las Malvinas , Zorro Malvinense ,,,,,,,,,,,
Dusicyon avus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dyacopterus brooksi,,Brooks's Dyak Fruit Bat,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dyacopterus spadiceus,,Dayak Fruit Bat, Dyak Fruit Bat,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dymecodon pilirostris,,True's Shrew Mole,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dysithamnus leucostictus,,White-streaked Antvireo, White-spotted Antvireo,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dysithamnus mentalis,,Plain Antvireo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dysithamnus occidentalis,,Bicoloured Antvireo, Bicolored Antvireo, Western Antvireo,,,,,,,,,,,,,,,,,,,,,,,,,,
Dysithamnus plumbeus,,Plumbeous Antvireo, Plumbeous Antshrike,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dysithamnus puncticeps,,Spot-crowned Antvireo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dysithamnus stictothorax,,Spot-breasted Antvireo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dysithamnus striaticeps,,Streak-crowned Antvireo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dysithamnus xanthopterus,,Rufous-backed Antvireo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dysmorodrepanis munroi,,Lanai Hookbill, Lana'i Hookbill,,,,,,,,,,,,,,,,,,,,,,,,,,,
Echimys chrysurus,,White-faced Tree Rat,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Echimys saturnus,,Dark Spiny Tree-rat, Dark Tree Rat,,,,,,,,,,,,,,,,,,,,,,,,,,,
Echimys vieirai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Echinops telfairi,,Lesser Hedgehog Tenrec,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Echinosorex gymnura,,Moonrat, Gymnure,,,,,,,,,,,,,,,,,,,,,,,,,,,
Echiothrix centrosa,,Central Sulawesi Echiothrix,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Echiothrix leucura,,Northern Sulawesi Echiothrix, Sulawesi Spiny Rat,,,,,,,,,,,,,,,,,,,,,,,,,,,
Echymipera clara,,Clara's Echymipera, White-lipped Bandicoot, Clara Bandicoot,,,,,,,,Péramèle Épineux De Clara,,,,,,,,,,,,,,,,,,
Echymipera davidi,,David's Echymipera,,,,,,,,,,Péramèle Épineux De David,,,,,,,,,,,,,,,,,,
Echymipera echinista,,Menzies' Echymipera, Fly River Bandicoot,,,,,,,,,Péramèle De La Riviére Fly,,,,,,,,,,,,,,,,,,
Echymipera kalubu,,Common Echymipera, Kalubu Echymipera,,,,,,,,,Péramèle Épineux,,,,,,,,,,,,,,,,,,
Echymipera rufescens,,Long-nosed Echymipera,,,,,,,,,,Péramèle Roux,,,,,,,,,,,,,,,,,,
Eclectus infectus,,Oceanic Parrot,,,,,,,,,,,,,,,,,,,,,,,,,,,,
